# {"title": "GCP-0.1", "labels": ["precision", "recall"], "ylim": [0.0,1.0], "xlim": [0.0,0.2], "style": "x"}
0.0771	0.6032
0.078	0.656
0.0786	0.6873
0.0791	0.7104
0.079	0.7261
0.0788	0.7359
0.079	0.7519
0.0795	0.7673
0.0771	0.6032
0.078	0.656
0.0786	0.6873
0.0791	0.7104
0.079	0.7261
0.0788	0.7359
0.079	0.7519
0.0795	0.7673
0.0771	0.6032
0.078	0.6561
0.0786	0.6874
0.0791	0.7104
0.0791	0.7263
0.0788	0.7359
0.079	0.7519
0.0795	0.7673
0.0773	0.6048
0.0781	0.6579
0.0788	0.6896
0.0792	0.712
0.0792	0.7292
0.079	0.7393
0.0792	0.7555
0.0796	0.7708
0.0776	0.6089
0.0786	0.6655
0.0794	0.7002
0.0802	0.7272
0.0803	0.7471
0.0801	0.7585
0.0805	0.778
0.0809	0.7939
0.0784	0.6204
0.0796	0.6838
0.0805	0.7232
0.0811	0.7511
0.081	0.7709
0.0808	0.7853
0.0809	0.8038
0.0814	0.8215
0.0788	0.6334
0.0797	0.6998
0.08	0.7376
0.0801	0.7639
0.0797	0.7835
0.0791	0.7955
0.079	0.8137
0.0794	0.8326
0.0786	0.646
0.0795	0.7202
0.0793	0.7579
0.0793	0.7879
0.0785	0.8062
0.0775	0.8173
0.0773	0.8349
0.0772	0.8507
0.0785	0.6631
0.0788	0.7427
0.0784	0.7851
0.0774	0.8089
0.0765	0.8268
0.0755	0.8386
0.0751	0.8561
0.0748	0.8712
0.0791	0.7722
0.0787	0.777
0.0782	0.7812
0.0774	0.7808
0.077	0.783
0.0762	0.7819
0.0759	0.7847
0.0755	0.7903
0.0752	0.7927
0.0791	0.7722
0.0787	0.777
0.0782	0.7812
0.0774	0.7808
0.077	0.783
0.0762	0.7819
0.0759	0.7847
0.0755	0.7903
0.0752	0.7927
0.0791	0.7723
0.0787	0.7771
0.0782	0.7813
0.0774	0.781
0.077	0.7832
0.0763	0.7823
0.076	0.7851
0.0756	0.7909
0.0753	0.7935
0.0793	0.7765
0.0789	0.7818
0.0785	0.7867
0.0776	0.7867
0.0774	0.79
0.0766	0.7896
0.0763	0.7923
0.076	0.7992
0.0756	0.8016
0.0807	0.8016
0.0803	0.8076
0.0798	0.8123
0.0789	0.8125
0.0785	0.815
0.0777	0.8152
0.0775	0.8198
0.077	0.8261
0.0767	0.8297
0.081	0.8296
0.0803	0.8335
0.0796	0.8366
0.0786	0.8363
0.078	0.8372
0.0771	0.8367
0.0768	0.8409
0.0763	0.8482
0.0757	0.8492
0.0789	0.8418
0.0781	0.8453
0.0774	0.8496
0.0762	0.848
0.0756	0.85
0.0746	0.8494
0.0742	0.853
0.0736	0.8599
0.073	0.8598
0.0765	0.8571
0.0757	0.8616
0.0748	0.8664
0.0737	0.8656
0.0729	0.8668
0.072	0.8665
0.0714	0.8695
0.0707	0.8755
0.0701	0.8756
0.0738	0.8754
0.0728	0.8776
0.0717	0.8792
0.0706	0.878
0.0699	0.8783
0.0689	0.8775
0.0684	0.8806
0.0676	0.8849
0.0671	0.8851
