# {"title": "GCP-0.2", "labels": ["precision", "recall"], "ylim": [0.0,1.0], "xlim": [0.0,0.2], "style": "*"}
0.0776	0.5917
0.0788	0.6431
0.0796	0.6726
0.0806	0.6981
0.0805	0.713
0.0806	0.7243
0.081	0.741
0.0816	0.7567
0.0776	0.5917
0.0788	0.6431
0.0796	0.6726
0.0806	0.6981
0.0805	0.713
0.0806	0.7243
0.081	0.741
0.0816	0.7567
0.0776	0.5918
0.0788	0.6432
0.0796	0.6727
0.0806	0.6981
0.0805	0.7133
0.0806	0.7244
0.081	0.741
0.0816	0.7567
0.0779	0.5945
0.0794	0.6488
0.0802	0.6801
0.0811	0.7044
0.0812	0.7213
0.0811	0.7326
0.0815	0.749
0.0821	0.7645
0.0787	0.6033
0.0802	0.6601
0.0812	0.6946
0.0822	0.7226
0.0824	0.7419
0.0823	0.754
0.0829	0.774
0.0834	0.7898
0.0798	0.6175
0.0814	0.6806
0.0824	0.7199
0.0832	0.7485
0.083	0.7671
0.083	0.7824
0.0832	0.8009
0.0837	0.8185
0.0802	0.6315
0.0814	0.698
0.0818	0.7355
0.0819	0.7624
0.0815	0.7811
0.081	0.7939
0.0809	0.8121
0.0813	0.8308
0.08	0.6445
0.081	0.7191
0.0808	0.7567
0.0809	0.7871
0.0801	0.8047
0.0792	0.8166
0.0789	0.8339
0.0788	0.8496
0.0797	0.6616
0.0801	0.7416
0.0797	0.7841
0.0787	0.8082
0.0778	0.8254
0.0768	0.838
0.0763	0.8553
0.076	0.8702
0.0813	0.7631
0.0811	0.7684
0.0807	0.7727
0.08	0.7735
0.0798	0.7766
0.0789	0.7751
0.0786	0.7779
0.0783	0.783
0.078	0.7855
0.0813	0.7631
0.0811	0.7684
0.0807	0.7727
0.08	0.7735
0.0798	0.7766
0.0789	0.7751
0.0786	0.7779
0.0783	0.783
0.078	0.7855
0.0813	0.7632
0.0811	0.7686
0.0807	0.7729
0.08	0.7738
0.0798	0.7768
0.0789	0.7754
0.0786	0.7782
0.0783	0.7836
0.0781	0.7863
0.0818	0.7711
0.0816	0.7771
0.0812	0.7821
0.0804	0.7826
0.0803	0.7863
0.0794	0.7851
0.0791	0.7881
0.0789	0.795
0.0786	0.7975
0.0831	0.7978
0.0829	0.8042
0.0824	0.8092
0.0815	0.8093
0.0812	0.8119
0.0803	0.8117
0.0801	0.8169
0.0797	0.8232
0.0794	0.8268
0.0832	0.8267
0.0827	0.8311
0.0819	0.8342
0.081	0.8338
0.0804	0.835
0.0794	0.8344
0.0791	0.8389
0.0787	0.8465
0.0781	0.8474
0.0808	0.8401
0.08	0.8436
0.0793	0.848
0.0781	0.8463
0.0775	0.8489
0.0765	0.8482
0.0761	0.8521
0.0755	0.8589
0.0749	0.8588
0.078	0.856
0.0773	0.8606
0.0763	0.8653
0.0751	0.8644
0.0744	0.866
0.0735	0.8657
0.0728	0.8687
0.0722	0.8748
0.0715	0.8749
0.0749	0.8745
0.0739	0.8766
0.0727	0.8782
0.0717	0.8771
0.071	0.8777
0.07	0.8768
0.0694	0.8799
0.0687	0.8842
0.0681	0.8844
