# {"title": "GCP-0.2", "labels": ["precision", "recall"], "ylim": [0.0,1.0], "xlim": [0.0,0.2], "style": "x"}
0.1432	0.6645
0.1439	0.7142
0.1438	0.746
0.143	0.7631
0.1409	0.7722
0.1398	0.7854
0.1388	0.7933
0.138	0.8038
0.1432	0.6645
0.1439	0.7142
0.1438	0.746
0.143	0.7631
0.1409	0.7722
0.1398	0.7854
0.1388	0.7933
0.138	0.8038
0.1432	0.6645
0.1439	0.7142
0.1438	0.746
0.143	0.7631
0.1409	0.7722
0.1398	0.7854
0.1388	0.7933
0.138	0.8038
0.1431	0.6647
0.1437	0.7145
0.1436	0.7466
0.1429	0.7647
0.1408	0.7744
0.1397	0.7885
0.1386	0.7962
0.1378	0.8065
0.143	0.6677
0.1434	0.7194
0.1432	0.7539
0.1427	0.7759
0.1409	0.7888
0.14	0.8066
0.1389	0.8165
0.1385	0.8311
0.143	0.6783
0.1449	0.7475
0.1457	0.7928
0.1454	0.8199
0.1435	0.8347
0.1423	0.854
0.1413	0.8672
0.1408	0.883
0.1447	0.703
0.1461	0.7775
0.1456	0.8208
0.1447	0.8484
0.1428	0.8665
0.1411	0.8836
0.1395	0.8941
0.1382	0.9062
0.1434	0.7169
0.1445	0.7985
0.1433	0.8418
0.142	0.8698
0.1395	0.885
0.1374	0.902
0.1352	0.9104
0.1335	0.9197
0.1426	0.7357
0.1415	0.8159
0.14	0.8632
0.138	0.8918
0.1357	0.9096
0.1333	0.9254
0.1312	0.9335
0.129	0.9414
0.137	0.8102
0.1368	0.818
0.1357	0.8289
0.1349	0.8316
0.1348	0.8393
0.134	0.8416
0.1337	0.8468
0.1327	0.8515
0.137	0.8102
0.1368	0.818
0.1365	0.825
0.1357	0.8289
0.1349	0.8316
0.1348	0.8393
0.134	0.8416
0.1337	0.8468
0.1327	0.8515
0.137	0.8102
0.1368	0.818
0.1365	0.8251
0.1357	0.8291
0.1349	0.8318
0.1348	0.8394
0.134	0.8419
0.1337	0.8473
0.1327	0.852
0.1367	0.8128
0.1366	0.8212
0.1362	0.828
0.1353	0.832
0.1345	0.8352
0.1346	0.8438
0.1337	0.8461
0.1334	0.8516
0.1325	0.8568
0.138	0.8427
0.1381	0.8546
0.138	0.8647
0.1373	0.8725
0.1363	0.8757
0.1366	0.8866
0.1358	0.8912
0.1358	0.9002
0.1345	0.9041
0.1399	0.8949
0.14	0.9064
0.1398	0.9184
0.1387	0.9235
0.1376	0.9275
0.1374	0.9359
0.1365	0.9397
0.1362	0.9477
0.1347	0.9518
0.1367	0.9152
0.1364	0.925
0.1358	0.9342
0.1345	0.9394
0.1334	0.9421
0.1331	0.9511
0.1319	0.9535
0.1315	0.9602
0.1299	0.9615
0.1319	0.9275
0.1314	0.9366
0.1304	0.9445
0.1292	0.9496
0.1279	0.9517
0.1275	0.9603
0.1264	0.9632
0.1256	0.9689
0.1239	0.9701
0.127	0.9465
0.1263	0.9554
0.1251	0.9609
0.1237	0.9641
0.122	0.9639
0.1214	0.9699
0.1205	0.9736
0.1195	0.9779
0.118	0.9775
