# filename,threshold,total,tp,tn,fp,fn,sig,fmeas,prec,reca
data/deid_t2_mr-m3-r5.txt,0.1,170200,8889,105294,53258,2759,unknown,0.2409,0.1430,0.7631
data/deid_t2_mr-m3-r6.txt,0.1,170200,8995,103717,54835,2653,unknown,0.2383,0.1409,0.7722
data/deid_t2_mr-m3-r7.txt,0.1,170200,9148,102268,56284,2500,unknown,0.2374,0.1398,0.7854
data/deid_t2_mr-m3-r8.txt,0.1,170200,9240,101202,57350,2408,unknown,0.2362,0.1388,0.7933
data/deid_t2_mr-m3-r9.txt,0.1,170200,9363,100073,58479,2285,unknown,0.2356,0.1380,0.8038
data/deid_t2_mr-m4-r2.txt,0.1,170200,7743,112190,46362,3905,unknown,0.2355,0.1431,0.6647
data/deid_t2_mr-m4-r3.txt,0.1,170200,8323,108951,49601,3325,unknown,0.2393,0.1437,0.7145
data/deid_t2_mr-m4-r4.txt,0.1,170200,8696,106693,51859,2952,unknown,0.2409,0.1436,0.7466
data/deid_t2_mr-m4-r5.txt,0.1,170200,8907,105108,53444,2741,unknown,0.2407,0.1429,0.7647
data/deid_t2_mr-m4-r6.txt,0.1,170200,9020,103504,55048,2628,unknown,0.2383,0.1408,0.7744
data/deid_t2_mr-m4-r7.txt,0.1,170200,9184,102009,56543,2464,unknown,0.2374,0.1397,0.7885
data/deid_t2_mr-m4-r8.txt,0.1,170200,9274,100895,57657,2374,unknown,0.2360,0.1386,0.7962
data/deid_t2_mr-m4-r9.txt,0.1,170200,9394,99760,58792,2254,unknown,0.2353,0.1378,0.8065
data/deid_t2_mr-m5-r2.txt,0.1,170200,7777,111944,46608,3871,unknown,0.2355,0.1430,0.6677
data/deid_t2_mr-m5-r3.txt,0.1,170200,8379,108492,50060,3269,unknown,0.2391,0.1434,0.7194
data/deid_t2_mr-m5-r4.txt,0.1,170200,8782,106001,52551,2866,unknown,0.2407,0.1432,0.7539
data/deid_t2_mr-m5-r5.txt,0.1,170200,9038,104268,54284,2610,unknown,0.2411,0.1427,0.7759
data/deid_t2_mr-m5-r6.txt,0.1,170200,9188,102525,56027,2460,unknown,0.2391,0.1409,0.7888
data/deid_t2_mr-m5-r7.txt,0.1,170200,9395,100842,57710,2253,unknown,0.2386,0.1400,0.8066
data/deid_t2_mr-m5-r8.txt,0.1,170200,9511,99607,58945,2137,unknown,0.2375,0.1389,0.8165
data/deid_t2_mr-m5-r9.txt,0.1,170200,9681,98342,60210,1967,unknown,0.2375,0.1385,0.8311
data/deid_t2_mr-m6-r2.txt,0.1,170200,7901,111193,47359,3747,unknown,0.2362,0.1430,0.6783
data/deid_t2_mr-m6-r3.txt,0.1,170200,8707,107169,51383,2941,unknown,0.2427,0.1449,0.7475
data/deid_t2_mr-m6-r4.txt,0.1,170200,9235,104399,54153,2413,unknown,0.2461,0.1457,0.7928
data/deid_t2_mr-m6-r5.txt,0.1,170200,9550,102431,56121,2098,unknown,0.2470,0.1454,0.8199
data/deid_t2_mr-m6-r6.txt,0.1,170200,9723,100517,58035,1925,unknown,0.2449,0.1435,0.8347
data/deid_t2_mr-m6-r7.txt,0.1,170200,9947,98619,59933,1701,unknown,0.2440,0.1423,0.8540
data/deid_t2_mr-m6-r8.txt,0.1,170200,10101,97180,61372,1547,unknown,0.2430,0.1413,0.8672
data/deid_t2_mr-m6-r9.txt,0.1,170200,10285,95789,62763,1363,unknown,0.2429,0.1408,0.8830
data/deid_t2_mr-m7-r2.txt,0.1,170200,8188,110173,48379,3460,unknown,0.2401,0.1447,0.7030
data/deid_t2_mr-m7-r3.txt,0.1,170200,9056,105606,52946,2592,unknown,0.2459,0.1461,0.7775
data/deid_t2_mr-m7-r4.txt,0.1,170200,9561,102429,56123,2087,unknown,0.2473,0.1456,0.8208
data/deid_t2_mr-m7-r5.txt,0.1,170200,9882,100158,58394,1766,unknown,0.2473,0.1447,0.8484
data/deid_t2_mr-m7-r6.txt,0.1,170200,10093,97978,60574,1555,unknown,0.2452,0.1428,0.8665
data/deid_t2_mr-m7-r7.txt,0.1,170200,10292,95890,62662,1356,unknown,0.2433,0.1411,0.8836
data/deid_t2_mr-m7-r8.txt,0.1,170200,10415,94281,64271,1233,unknown,0.2413,0.1395,0.8941
data/deid_t2_mr-m7-r9.txt,0.1,170200,10556,92711,65841,1092,unknown,0.2398,0.1382,0.9062
data/deid_t2_mr-m8-r2.txt,0.1,170200,8350,108687,49865,3298,unknown,0.2390,0.1434,0.7169
data/deid_t2_mr-m8-r3.txt,0.1,170200,9301,103499,55053,2347,unknown,0.2448,0.1445,0.7985
data/deid_t2_mr-m8-r4.txt,0.1,170200,9805,99955,58597,1843,unknown,0.2450,0.1433,0.8418
data/deid_t2_mr-m8-r5.txt,0.1,170200,10132,97320,61232,1516,unknown,0.2441,0.1420,0.8698
data/deid_t2_mr-m8-r6.txt,0.1,170200,10309,94971,63581,1339,unknown,0.2410,0.1395,0.8850
data/deid_t2_mr-m8-r7.txt,0.1,170200,10506,92568,65984,1142,unknown,0.2384,0.1374,0.9020
data/deid_t2_mr-m8-r8.txt,0.1,170200,10604,90753,67799,1044,unknown,0.2355,0.1352,0.9104
data/deid_t2_mr-m8-r9.txt,0.1,170200,10713,89040,69512,935,unknown,0.2332,0.1335,0.9197
data/deid_t2_mr-m9-r2.txt,0.1,170200,8570,107004,51548,3078,unknown,0.2388,0.1426,0.7357
data/deid_t2_mr-m9-r3.txt,0.1,170200,9504,100898,57654,2144,unknown,0.2412,0.1415,0.8159
data/deid_t2_mr-m9-r4.txt,0.1,170200,10055,96797,61755,1593,unknown,0.2410,0.1400,0.8632
data/deid_t2_mr-m9-r5.txt,0.1,170200,10388,93639,64913,1260,unknown,0.2389,0.1380,0.8918
data/deid_t2_mr-m9-r6.txt,0.1,170200,10595,91042,67510,1053,unknown,0.2361,0.1357,0.9096
data/deid_t2_mr-m9-r7.txt,0.1,170200,10779,88447,70105,869,unknown,0.2330,0.1333,0.9254
data/deid_t2_mr-m9-r8.txt,0.1,170200,10873,86527,72025,775,unknown,0.2300,0.1312,0.9335
data/deid_t2_mr-m9-r9.txt,0.1,170200,10966,84534,74018,682,unknown,0.2270,0.1290,0.9414
data/deid_t2_mr-m1-r10.txt,0.1,170200,9437,99087,59465,2211,unknown,0.2343,0.1370,0.8102
data/deid_t2_mr-m1-r11.txt,0.1,170200,9528,98440,60112,2120,unknown,0.2344,0.1368,0.8180
data/deid_t2_mr-m1-r12.txt,0.1,0,0,0,0,0,unknown,nan,nan,nan
data/deid_t2_mr-m1-r13.txt,0.1,170200,9655,97033,61519,1993,unknown,0.2332,0.1357,0.8289
data/deid_t2_mr-m1-r14.txt,0.1,170200,9687,96407,62145,1961,unknown,0.2321,0.1349,0.8316
data/deid_t2_mr-m1-r15.txt,0.1,170200,9776,95820,62732,1872,unknown,0.2323,0.1348,0.8393
data/deid_t2_mr-m1-r16.txt,0.1,170200,9803,95199,63353,1845,unknown,0.2312,0.1340,0.8416
data/deid_t2_mr-m1-r17.txt,0.1,170200,9864,94613,63939,1784,unknown,0.2309,0.1337,0.8468
data/deid_t2_mr-m1-r18.txt,0.1,170200,9918,93719,64833,1730,unknown,0.2296,0.1327,0.8515
data/deid_t2_mr-m2-r10.txt,0.1,170200,9437,99087,59465,2211,unknown,0.2343,0.1370,0.8102
data/deid_t2_mr-m2-r11.txt,0.1,170200,9528,98440,60112,2120,unknown,0.2344,0.1368,0.8180
data/deid_t2_mr-m2-r12.txt,0.1,170200,9610,97770,60782,2038,unknown,0.2343,0.1365,0.8250
data/deid_t2_mr-m2-r13.txt,0.1,170200,9655,97033,61519,1993,unknown,0.2332,0.1357,0.8289
data/deid_t2_mr-m2-r14.txt,0.1,170200,9687,96407,62145,1961,unknown,0.2321,0.1349,0.8316
data/deid_t2_mr-m2-r15.txt,0.1,170200,9776,95820,62732,1872,unknown,0.2323,0.1348,0.8393
data/deid_t2_mr-m2-r16.txt,0.1,170200,9803,95199,63353,1845,unknown,0.2312,0.1340,0.8416
data/deid_t2_mr-m2-r17.txt,0.1,170200,9864,94613,63939,1784,unknown,0.2309,0.1337,0.8468
data/deid_t2_mr-m2-r18.txt,0.1,170200,9918,93719,64833,1730,unknown,0.2296,0.1327,0.8515
data/deid_t2_mr-m3-r10.txt,0.1,170200,9437,99081,59471,2211,unknown,0.2343,0.1370,0.8102
data/deid_t2_mr-m3-r11.txt,0.1,170200,9528,98433,60119,2120,unknown,0.2344,0.1368,0.8180
data/deid_t2_mr-m3-r12.txt,0.1,170200,9611,97762,60790,2037,unknown,0.2343,0.1365,0.8251
data/deid_t2_mr-m3-r13.txt,0.1,170200,9657,97026,61526,1991,unknown,0.2332,0.1357,0.8291
data/deid_t2_mr-m3-r14.txt,0.1,170200,9689,96393,62159,1959,unknown,0.2321,0.1349,0.8318
data/deid_t2_mr-m3-r15.txt,0.1,170200,9777,95803,62749,1871,unknown,0.2323,0.1348,0.8394
data/deid_t2_mr-m3-r16.txt,0.1,170200,9806,95183,63369,1842,unknown,0.2312,0.1340,0.8419
data/deid_t2_mr-m3-r17.txt,0.1,170200,9869,94593,63959,1779,unknown,0.2309,0.1337,0.8473
data/deid_t2_mr-m3-r18.txt,0.1,170200,9924,93696,64856,1724,unknown,0.2296,0.1327,0.8520
data/deid_t2_mr-m4-r10.txt,0.1,170200,9467,98740,59812,2181,unknown,0.2340,0.1367,0.8128
data/deid_t2_mr-m4-r11.txt,0.1,170200,9565,98079,60473,2083,unknown,0.2342,0.1366,0.8212
data/deid_t2_mr-m4-r12.txt,0.1,170200,9644,97372,61180,2004,unknown,0.2339,0.1362,0.8280
data/deid_t2_mr-m4-r13.txt,0.1,170200,9691,96616,61936,1957,unknown,0.2327,0.1353,0.8320
data/deid_t2_mr-m4-r14.txt,0.1,170200,9728,95969,62583,1920,unknown,0.2317,0.1345,0.8352
data/deid_t2_mr-m4-r15.txt,0.1,170200,9828,95351,63201,1820,unknown,0.2321,0.1346,0.8438
data/deid_t2_mr-m4-r16.txt,0.1,170200,9855,94706,63846,1793,unknown,0.2309,0.1337,0.8461
data/deid_t2_mr-m4-r17.txt,0.1,170200,9920,94118,64434,1728,unknown,0.2307,0.1334,0.8516
data/deid_t2_mr-m4-r18.txt,0.1,170200,9980,93184,65368,1668,unknown,0.2294,0.1325,0.8568
data/deid_t2_mr-m5-r10.txt,0.1,170200,9816,97212,61340,1832,unknown,0.2371,0.1380,0.8427
data/deid_t2_mr-m5-r11.txt,0.1,170200,9954,96451,62101,1694,unknown,0.2378,0.1381,0.8546
data/deid_t2_mr-m5-r12.txt,0.1,170200,10072,95641,62911,1576,unknown,0.2380,0.1380,0.8647
data/deid_t2_mr-m5-r13.txt,0.1,170200,10163,94721,63831,1485,unknown,0.2373,0.1373,0.8725
data/deid_t2_mr-m5-r14.txt,0.1,170200,10200,93936,64616,1448,unknown,0.2359,0.1363,0.8757
data/deid_t2_mr-m5-r15.txt,0.1,170200,10327,93252,65300,1321,unknown,0.2367,0.1366,0.8866
data/deid_t2_mr-m5-r16.txt,0.1,170200,10381,92495,66057,1267,unknown,0.2357,0.1358,0.8912
data/deid_t2_mr-m5-r17.txt,0.1,170200,10485,91807,66745,1163,unknown,0.2359,0.1358,0.9002
data/deid_t2_mr-m5-r18.txt,0.1,170200,10531,90775,67777,1117,unknown,0.2341,0.1345,0.9041
data/deid_t2_mr-m6-r10.txt,0.1,170200,10424,94490,64062,1224,unknown,0.2420,0.1399,0.8949
data/deid_t2_mr-m6-r11.txt,0.1,170200,10558,93699,64853,1090,unknown,0.2425,0.1400,0.9064
data/deid_t2_mr-m6-r12.txt,0.1,170200,10698,92709,65843,950,unknown,0.2426,0.1398,0.9184
data/deid_t2_mr-m6-r13.txt,0.1,170200,10757,91746,66806,891,unknown,0.2412,0.1387,0.9235
data/deid_t2_mr-m6-r14.txt,0.1,170200,10803,90870,67682,845,unknown,0.2397,0.1376,0.9275
data/deid_t2_mr-m6-r15.txt,0.1,170200,10901,90105,68447,747,unknown,0.2396,0.1374,0.9359
data/deid_t2_mr-m6-r16.txt,0.1,170200,10946,89294,69258,702,unknown,0.2383,0.1365,0.9397
data/deid_t2_mr-m6-r17.txt,0.1,170200,11039,88526,70026,609,unknown,0.2381,0.1362,0.9477
data/deid_t2_mr-m6-r18.txt,0.1,170200,11086,87357,71195,562,unknown,0.2361,0.1347,0.9518
data/deid_t2_mr-m7-r10.txt,0.1,170200,10660,91235,67317,988,unknown,0.2379,0.1367,0.9152
data/deid_t2_mr-m7-r11.txt,0.1,170200,10774,90340,68212,874,unknown,0.2377,0.1364,0.9250
data/deid_t2_mr-m7-r12.txt,0.1,170200,10882,89281,69271,766,unknown,0.2371,0.1358,0.9342
data/deid_t2_mr-m7-r13.txt,0.1,170200,10942,88156,70396,706,unknown,0.2353,0.1345,0.9394
data/deid_t2_mr-m7-r14.txt,0.1,170200,10974,87258,71294,674,unknown,0.2337,0.1334,0.9421
data/deid_t2_mr-m7-r15.txt,0.1,170200,11078,86389,72163,570,unknown,0.2335,0.1331,0.9511
data/deid_t2_mr-m7-r16.txt,0.1,170200,11106,85487,73065,542,unknown,0.2318,0.1319,0.9535
data/deid_t2_mr-m7-r17.txt,0.1,170200,11184,84661,73891,464,unknown,0.2313,0.1315,0.9602
data/deid_t2_mr-m7-r18.txt,0.1,170200,11199,83547,75005,449,unknown,0.2289,0.1299,0.9615
data/deid_t2_mr-m8-r10.txt,0.1,170200,10803,87431,71121,845,unknown,0.2309,0.1319,0.9275
data/deid_t2_mr-m8-r11.txt,0.1,170200,10909,86420,72132,739,unknown,0.2304,0.1314,0.9366
data/deid_t2_mr-m8-r12.txt,0.1,170200,11001,85217,73335,647,unknown,0.2292,0.1304,0.9445
data/deid_t2_mr-m8-r13.txt,0.1,170200,11061,84029,74523,587,unknown,0.2275,0.1292,0.9496
data/deid_t2_mr-m8-r14.txt,0.1,170200,11085,82955,75597,563,unknown,0.2255,0.1279,0.9517
data/deid_t2_mr-m8-r15.txt,0.1,170200,11185,81978,76574,463,unknown,0.2250,0.1275,0.9603
data/deid_t2_mr-m8-r16.txt,0.1,170200,11219,81046,77506,429,unknown,0.2235,0.1264,0.9632
data/deid_t2_mr-m8-r17.txt,0.1,170200,11286,80010,78542,362,unknown,0.2224,0.1256,0.9689
data/deid_t2_mr-m8-r18.txt,0.1,170200,11300,78684,79868,348,unknown,0.2198,0.1239,0.9701
data/deid_t2_mr-m9-r10.txt,0.1,170200,11025,82784,75768,623,unknown,0.2240,0.1270,0.9465
data/deid_t2_mr-m9-r11.txt,0.1,170200,11128,81575,76977,520,unknown,0.2231,0.1263,0.9554
data/deid_t2_mr-m9-r12.txt,0.1,170200,11193,80258,78294,455,unknown,0.2213,0.1251,0.9609
data/deid_t2_mr-m9-r13.txt,0.1,170200,11230,78995,79557,418,unknown,0.2193,0.1237,0.9641
data/deid_t2_mr-m9-r14.txt,0.1,170200,11228,77711,80841,420,unknown,0.2165,0.1220,0.9639
data/deid_t2_mr-m9-r15.txt,0.1,170200,11297,76776,81776,351,unknown,0.2158,0.1214,0.9699
data/deid_t2_mr-m9-r16.txt,0.1,170200,11340,75785,82767,308,unknown,0.2145,0.1205,0.9736
data/deid_t2_mr-m9-r17.txt,0.1,170200,11391,74639,83913,257,unknown,0.2130,0.1195,0.9779
data/deid_t2_mr-m9-r18.txt,0.1,170200,11386,73423,85129,262,unknown,0.2105,0.1180,0.9775
