# filename,threshold,total,tp,tn,fp,fn,sig,fmeas,prec,reca
data/deid_t2_mr-m1-r2.txt,0.2,170200,7554,113854,44698,4094,unknown,0.2364,0.1446,0.6485
data/deid_t2_mr-m1-r3.txt,0.2,170200,8118,110993,47559,3530,unknown,0.2412,0.1458,0.6969
data/deid_t2_mr-m1-r4.txt,0.2,170200,8496,109077,49475,3152,unknown,0.2441,0.1466,0.7294
data/deid_t2_mr-m1-r5.txt,0.2,170200,8706,107731,50821,2942,unknown,0.2446,0.1463,0.7474
data/deid_t2_mr-m1-r6.txt,0.2,170200,8824,106411,52141,2824,unknown,0.2430,0.1447,0.7576
data/deid_t2_mr-m1-r7.txt,0.2,170200,8956,105171,53381,2692,unknown,0.2421,0.1437,0.7689
data/deid_t2_mr-m1-r8.txt,0.2,170200,9065,104165,54387,2583,unknown,0.2414,0.1429,0.7782
data/deid_t2_mr-m1-r9.txt,0.2,170200,9201,103166,55386,2447,unknown,0.2414,0.1425,0.7899
data/deid_t2_mr-m2-r2.txt,0.2,170200,7554,113854,44698,4094,unknown,0.2364,0.1446,0.6485
data/deid_t2_mr-m2-r3.txt,0.2,170200,8118,110993,47559,3530,unknown,0.2412,0.1458,0.6969
data/deid_t2_mr-m2-r4.txt,0.2,170200,8496,109077,49475,3152,unknown,0.2441,0.1466,0.7294
data/deid_t2_mr-m2-r5.txt,0.2,170200,8706,107731,50821,2942,unknown,0.2446,0.1463,0.7474
data/deid_t2_mr-m2-r6.txt,0.2,170200,8824,106411,52141,2824,unknown,0.2430,0.1447,0.7576
data/deid_t2_mr-m2-r7.txt,0.2,170200,8956,105171,53381,2692,unknown,0.2421,0.1437,0.7689
data/deid_t2_mr-m2-r8.txt,0.2,170200,9065,104165,54387,2583,unknown,0.2414,0.1429,0.7782
data/deid_t2_mr-m2-r9.txt,0.2,170200,9201,103166,55386,2447,unknown,0.2414,0.1425,0.7899
data/deid_t2_mr-m3-r2.txt,0.2,170200,7554,113851,44701,4094,unknown,0.2364,0.1446,0.6485
data/deid_t2_mr-m3-r3.txt,0.2,170200,8119,110990,47562,3529,unknown,0.2412,0.1458,0.6970
data/deid_t2_mr-m3-r4.txt,0.2,170200,8496,109072,49480,3152,unknown,0.2441,0.1465,0.7294
data/deid_t2_mr-m3-r5.txt,0.2,170200,8706,107725,50827,2942,unknown,0.2446,0.1462,0.7474
data/deid_t2_mr-m3-r6.txt,0.2,170200,8825,106405,52147,2823,unknown,0.2430,0.1447,0.7576
data/deid_t2_mr-m3-r7.txt,0.2,170200,8959,105163,53389,2689,unknown,0.2421,0.1437,0.7691
data/deid_t2_mr-m3-r8.txt,0.2,170200,9069,104157,54395,2579,unknown,0.2415,0.1429,0.7786
data/deid_t2_mr-m3-r9.txt,0.2,170200,9204,103156,55396,2444,unknown,0.2414,0.1425,0.7902
data/deid_t2_mr-m4-r2.txt,0.2,170200,7575,113784,44768,4073,unknown,0.2368,0.1447,0.6503
data/deid_t2_mr-m4-r3.txt,0.2,170200,8179,110863,47689,3469,unknown,0.2423,0.1464,0.7022
data/deid_t2_mr-m4-r4.txt,0.2,170200,8580,108888,49664,3068,unknown,0.2455,0.1473,0.7366
data/deid_t2_mr-m4-r5.txt,0.2,170200,8814,107478,51074,2834,unknown,0.2464,0.1472,0.7567
data/deid_t2_mr-m4-r6.txt,0.2,170200,8945,106107,52445,2703,unknown,0.2449,0.1457,0.7679
data/deid_t2_mr-m4-r7.txt,0.2,170200,9094,104815,53737,2554,unknown,0.2442,0.1447,0.7807
